id,year,field of study,degree,gpa,aid,name,grad
869,2010,Basket Weaving,Masters,2.763595946,0,"Handy, Omari",Grad
870,2010,Data Analytics,BA,2.937081333,0,"Pinar, Tyler",UG
871,2010,Basket Weaving,Masters,3.431675576,0,"Chaves, Tiberius",Grad
872,2010,Container Design,Minor,2.720297482,0,"Critton-Brown, Khalid",Grad
873,2010,Basket Weaving,BA,3.029961423,0,"Jacket, Sir'Renio",UG
874,2010,Container Design,Masters,2.979626604,0,"Mijiddorj, Saehnerdoe",Grad
875,2011,Rug Weaving,Masters,3.129231043,0,"Beltran, Bradley",Grad
876,2011,Rug Weaving,BA,3.181138018,1,"Law, Wyatt",UG
877,2011,Basket Weaving,BA,3.187459353,1,"Chacon, Zephaniah",UG
878,2011,Container Design,Minor,3.464065767,1,"Ali, Michael",Grad
879,2011,Rug Weaving,Masters,3.145171461,1,"Taylor, Oliver",Grad
880,2011,Basket Weaving,Masters,3.089526473,0,"Mccoy, Kevin",Grad
881,2011,Container Design,Doctoral,3.139920799,1,"Rivera, Robert",Grad
882,2011,Basket Weaving,BA,2.722694889,0,"Bencivenga, Victor",UG
883,2011,Rug Weaving,Minor,3.411473362,0,"Martinez, Sergio",Grad
884,2011,Basket Weaving,BA,3.139398774,0,"Williford, Juan",UG
885,2011,Basket Weaving,Masters,2.865337085,0,"Delacruz, Roberto",Grad
886,2011,Container Design,Masters,2.750947319,0,"Longbattle, Chaz",Grad
887,2011,Container Design,BA,3.31146085,1,"Mushero, Allen",UG
888,2011,Container Design,BA,3.038797404,0,"Enriquez-Yanez, Cade",UG
889,2011,Data Analytics,BA,2.897729315,1,"Porcelli, Carlos",UG
890,2011,Rug Weaving,BA,2.723151619,1,"Odelberg, Brandon",UG
891,2011,Basket Weaving,BA,2.93906552,0,"Denman, Logan",UG
892,2011,Container Design,Masters,2.913922612,1,"Sirichantho, Keaton",Grad
893,2011,Container Design,BA,3.18299739,0,"Guerrero, Justin",UG
894,2011,Basket Weaving,BA,2.814059865,1,"Nubine, Deonte",UG
895,2011,Basket Weaving,BA,3.429121458,0,"Sandell, Garrett",UG
896,2011,Basket Weaving,Masters,3.009106121,0,"Juarez, Leonel",Grad
897,2011,Rug Weaving,BA,3.339474404,0,"Inthavong, Mitchell",UG
898,2011,Rug Weaving,BA,3.053325844,0,"Dhillon, Ricky",UG
899,2011,Data Analytics,BA,3.22009951,0,"Stephenson, Colton",UG
900,2011,Rug Weaving,Masters,3.219717412,1,"Ong, Kenny",Grad
901,2011,Container Design,Masters,3.366662065,1,"Ceballos Dominguez, Mathew",Grad
902,2011,Container Design,BA,3.115372124,1,"Bland, Quincy",UG
903,2011,Basket Weaving,Masters,3.074319894,1,"Blanton, Daevion",Grad
904,2011,Container Design,BA,3.127480903,0,"Mahon, Jonathan",UG
905,2011,Rug Weaving,Masters,3.061562339,0,"Hurtado, Zachary",Grad
906,2011,Basket Weaving,Masters,2.872892829,0,"Tyler, Jorden",Grad
907,2011,Rug Weaving,Minor,3.304290905,0,"Thong, Kainoa",Grad
908,2011,Data Analytics,BA,2.821991375,0,"Wallace, Brandon",UG
909,2011,Basket Weaving,BA,3.010580239,0,"Cenname, Chad",UG
910,2011,Basket Weaving,BA,3.185784433,0,"Christensen, Don",UG
911,2011,Rug Weaving,BA,3.117621392,0,"Santistevan, Jonathan",UG
912,2011,Container Design,BA,2.971742228,0,"Howard, Deontrae",UG
913,2011,Rug Weaving,BA,3.047079594,0,"Pierce, Austin",UG
914,2011,Rug Weaving,Masters,3.095712405,0,"Gutierrez, Justin",Grad
915,2011,Data Analytics,Doctoral,3.148068252,0,"Glasper, Cameron",Grad
916,2011,Basket Weaving,Minor,3.37017894,1,"Kiyotake, Ellis",Grad
917,2011,Rug Weaving,Masters,3.210133771,0,"Marr, Spencer",Grad
918,2011,Rug Weaving,BA,3.219622805,0,"Senters, Stefanus",UG
919,2011,Container Design,Masters,2.924553246,0,"Leyba, Zachary",Grad
920,2011,Container Design,BA,3.188353125,0,"Turner, Camara",UG
921,2011,Container Design,Masters,3.078041835,0,"Krivanek, Ronald",Grad
922,2011,Basket Weaving,Masters,2.943271253,0,"Hong, Christian",Grad
923,2011,Container Design,BA,3.202317419,0,"Yang, Elijah",UG
924,2011,Basket Weaving,Masters,2.578287179,0,"Estudillo, Christopher",Grad
925,2011,Rug Weaving,BA,2.785054396,1,"Mcilhone O'Hara, Gurnam",UG
926,2011,Basket Weaving,Masters,3.072760062,0,"Rodriguez, Adrian",Grad
927,2011,Container Design,BA,3.307944292,0,"Merlan, Timothy",UG
928,2011,Data Analytics,BA,2.615549283,0,"Milender, Kelton",UG
929,2011,Basket Weaving,BA,3.131985687,0,"Giebel, Connor",UG
930,2011,Container Design,Doctoral,3.09858184,0,"Baros, Keith",Grad
931,2011,Data Analytics,BA,3.404994324,1,"Dodd, Zed",UG
932,2011,Container Design,BA,3.054600479,0,"Lovern, Julian",UG
933,2011,Data Analytics,BA,3.093217615,0,"Nackowicz, Allen",UG
934,2011,Container Design,BA,2.959044668,0,"Horn, Keihan",UG
935,2011,Data Analytics,BA,3.099846234,1,"Reilly, Rohan",UG
936,2011,Basket Weaving,Doctoral,3.375784039,0,"Daniels, Rowell",Grad
937,2011,Basket Weaving,Doctoral,3.0226369,0,"Cho, Matthew",Grad
938,2011,Data Analytics,BA,3.089569127,1,"Cardenas, Marcus",UG
939,2011,Data Analytics,BA,2.786236193,0,"Khalil, Ryan",UG
940,2011,Container Design,Minor,3.082378112,0,"Vega-Ochoa, Paul",Grad
941,2011,Container Design,BA,3.150350933,0,"Barajas, Angel",UG
942,2011,Basket Weaving,BA,2.98673572,0,"Shanklin, Alexander",UG
943,2011,Container Design,Minor,3.155217988,0,"Emmot, Nathan",Grad
944,2011,Basket Weaving,Masters,3.102359838,0,"Tafoya, Jesus",Grad
945,2011,Basket Weaving,BA,2.894238367,1,"Mccullough, Colton",UG
946,2011,Basket Weaving,BA,3.057352524,1,"Christian, Yu",UG
947,2011,Rug Weaving,Masters,3.295380066,0,"Iniguez, Aaron",Grad
948,2011,Data Analytics,BA,3.61357204,0,"Bond, Grayling",UG
949,2011,Basket Weaving,BA,3.329445645,0,"Hernandez, Nicolas",UG
950,2011,Basket Weaving,BA,3.273590986,0,"Pina, Jacob",UG
951,2011,Basket Weaving,Masters,3.216935617,0,"Conway, Thomas",Grad
952,2011,Container Design,Doctoral,3.301671165,1,"Chen, Samuel",Grad
953,2011,Data Analytics,BA,3.223661585,1,"Boland, Mitchell",UG
954,2011,Basket Weaving,BA,3.284365797,0,"Escobar, Alec",UG
955,2011,Container Design,Masters,3.550159983,1,"Hester, Lucas",Grad
956,2011,Basket Weaving,BA,3.35196839,0,"Chacon Jr, Javon",UG
957,2011,Basket Weaving,Doctoral,3.137877468,0,"Kovoor-Misra, Ahmed",Grad
958,2011,Basket Weaving,Doctoral,2.866496903,0,"Jones, Elijah",Grad
959,2011,Container Design,BA,3.126679465,0,"Hannon, Sooren",UG
960,2011,Rug Weaving,BA,2.8877375,1,"Maestas, Joseph",UG
961,2011,Container Design,BA,3.266401876,0,"Li, Daniel",UG
962,2011,Container Design,Masters,3.132781958,0,"Caviness, Sidney",Grad
963,2011,Rug Weaving,BA,2.837486945,0,"Frost, Joshua",UG
964,2011,Basket Weaving,Minor,3.072761543,0,"Krucky, Guy",Grad
965,2011,Basket Weaving,BA,3.138760439,0,"Ibarra, David",UG
966,2011,Basket Weaving,Doctoral,3.238805788,0,"Montgomery, Dax",Grad
967,2011,Container Design,Masters,3.203028393,0,"Howard, Isaac",Grad
968,2011,Container Design,Masters,3.042681727,1,"Eberhardt, Dane",Grad
969,2011,Data Analytics,Masters,3.315637548,0,"Crumb, Christopher",Grad
970,2011,Container Design,BA,3.396519121,0,"Swartwood, Johnathan",UG
971,2011,Basket Weaving,BA,3.009875258,0,"Bundrant, Amos",UG
972,2011,Container Design,Masters,3.328937564,0,"Williams, Randolph",Grad
973,2011,Basket Weaving,Masters,2.795073056,1,"Balcastro, Donald",Grad
974,2011,Basket Weaving,BA,3.265749468,1,"Jacobo, Christopher",UG
975,2011,Rug Weaving,BA,3.05944022,1,"Shirley, Isaiah",UG
976,2011,Basket Weaving,BA,2.894935178,1,"Papuga, Cody",UG
977,2011,Basket Weaving,BA,2.913555614,1,"Dobbins, Eric",UG
978,2011,Basket Weaving,BA,3.104087972,1,"Canode, Domonic",UG
979,2011,Container Design,BA,2.882392785,0,"Bishop, Sheldon",UG
980,2011,Basket Weaving,Minor,3.04629269,1,"Watson, Kyhon",Grad
981,2011,Container Design,BA,3.307735331,0,"Karr, Kyle",UG
982,2011,Data Analytics,BA,3.008946038,0,"Arb, Bradley",UG
983,2011,Basket Weaving,BA,2.852740634,1,"Brown, Audric",UG
984,2011,Basket Weaving,Minor,3.232280675,1,"Ting, Andy",Grad
985,2011,Basket Weaving,BA,2.925022394,0,"Ibarra, Eric",UG
986,2011,Data Analytics,BA,3.014232628,1,"Marmolejo, Daniel",UG
987,2011,Rug Weaving,BA,2.852266218,0,"Alderman, Dylan",UG
988,2011,Data Analytics,BA,2.959874038,0,"Reizer, Daniel",UG
989,2011,Data Analytics,Doctoral,3.133897958,0,"Lane, Travin",Grad
990,2011,Rug Weaving,BA,3.114127152,1,"Seagraves, Jesse",UG
991,2011,Basket Weaving,Doctoral,3.361714018,1,"Elwell, Daniel",Grad
992,2011,Basket Weaving,BA,2.952934251,1,"Geras, Naweed",UG
993,2011,Container Design,Masters,3.237574191,0,"Elison, Kyle",Grad
994,2011,Basket Weaving,Minor,3.302403809,1,"Lee, Steve",Grad
995,2011,Basket Weaving,BA,2.92348786,1,"Pancoast, James",UG
996,2011,Data Analytics,Masters,3.236625282,1,"Gabriel, Jonathan",Grad
997,2011,Basket Weaving,BA,3.091104996,0,"Yu, Vijay",UG
998,2011,Basket Weaving,Minor,3.080421593,0,"Kentris, Michael",Grad
999,2011,Basket Weaving,BA,3.250755104,1,"Hocker, Quinn",UG
1000,2011,Basket Weaving,BA,2.908586947,0,"Rios, Lorenzo",UG
1001,2011,Rug Weaving,Minor,3.403003339,0,"Debose, Javon",Grad
1002,2011,Container Design,BA,2.949784846,0,"Carson, Brandon",UG
1003,2011,Container Design,BA,2.818662758,0,"Hasty, Christopher",UG
1004,2011,Container Design,Masters,3.008681221,0,"Gonzalez, Catarino",Grad
1005,2011,Basket Weaving,Minor,3.052487621,0,"Torres-Medina, Sergio",Grad
1006,2011,Rug Weaving,BA,3.106678496,1,"Apodaca, Eliezer",UG
1007,2011,Container Design,BA,2.632790186,0,"Renberg, Christopher",UG
1008,2011,Container Design,Minor,3.348035144,0,"Jensen, Trevour",Grad
1009,2011,Basket Weaving,BA,3.220711202,0,"Windsheimer, Robert",UG
1010,2011,Data Analytics,BA,3.226558205,0,"Flores Gandara, Everardo",UG
1011,2011,Rug Weaving,Masters,3.322880969,0,"Garritano, Nathanael",Grad
1012,2011,Container Design,BA,3.021453077,0,"Rodriguez, Jorge",UG
1013,2011,Basket Weaving,Masters,2.779043893,0,"Baer, Evan",Grad
1014,2011,Basket Weaving,Masters,3.235762152,0,"Mungmee, Isaia",Grad
1015,2011,Basket Weaving,Minor,3.014821881,0,"Brewer, Tyler",Grad
1016,2011,Data Analytics,Masters,3.132741904,0,"Brown, Matthew",Grad
1017,2011,Container Design,Masters,3.327905727,0,"Irineo, Karan",Grad
1018,2011,Basket Weaving,Masters,3.159692462,1,"Ruiz, Shawn",Grad
1019,2011,Container Design,Doctoral,3.177259853,0,"Collins, Andre",Grad
1020,2011,Container Design,BA,2.809007681,0,"Lutze, Steven",UG
1021,2011,Container Design,BA,2.898510882,0,"Romero, Dominic",UG
1022,2011,Basket Weaving,Doctoral,3.127263308,0,"Wolfe, Uriel",Grad
1023,2011,Rug Weaving,BA,3.187418957,0,"Garcia, Martin",UG
1024,2011,Rug Weaving,BA,2.667556448,1,"Reck, Sean",UG
1025,2011,Container Design,BA,3.442402807,0,"Lieu, Brian",UG
1026,2011,Data Analytics,BA,3.302256734,0,"Hourihan, Isaiah",UG
1027,2011,Basket Weaving,Minor,2.936743125,0,"Woldu, David",Grad
1028,2011,Basket Weaving,BA,3.321562726,0,"Cato-Thomas, Gage",UG
1029,2011,Rug Weaving,BA,3.210213347,0,"Matano, Manyrith",UG
1030,2011,Container Design,BA,3.279210338,0,"Clark, Liam",UG
1031,2011,Container Design,Doctoral,3.218941296,1,"Goode, Tremaine",Grad
1032,2011,Container Design,BA,3.0015673,0,"Smith, Matthew",UG
1033,2011,Rug Weaving,BA,2.768653671,0,"Young, Anthony",UG
1034,2011,Container Design,BA,3.125746828,0,"Reat, Kendall",UG
1035,2011,Rug Weaving,Masters,2.933552173,0,"Hoffman, Addison Colter",Grad
1036,2011,Rug Weaving,BA,3.446600854,0,"Jackson-Anderson, Patrick",UG
1037,2011,Container Design,BA,3.061892688,1,"Grice, Stephvon",UG
1038,2011,Container Design,Minor,2.925563316,1,"Taylor, Altemus",Grad
1039,2011,Basket Weaving,Masters,3.017962248,0,"Nguyen, Kensy",Grad
1040,2011,Basket Weaving,BA,2.895102814,1,"Ho, Samuel",UG
1041,2011,Data Analytics,Masters,3.560680987,1,"Nand, Manohar",Grad
1042,2011,Basket Weaving,BA,2.992424954,1,"Mitchell, Christian",UG
1043,2011,Container Design,BA,3.020637116,1,"Hawkins, Garrett",UG
1044,2011,Basket Weaving,BA,2.816741375,0,"Freeman, Charles",UG
1045,2011,Data Analytics,Masters,3.334976306,0,"Yatsu, Lance",Grad
1046,2011,Data Analytics,BA,3.089027166,1,"Nguyen, Nathan",UG
1047,2011,Container Design,Doctoral,3.013042285,0,"Bastin, Ryan",Grad
1048,2011,Basket Weaving,Doctoral,3.378197274,0,"Root, Elias",Grad
1049,2011,Basket Weaving,Masters,3.285181863,1,"Sarabia, Isaac",Grad
1050,2011,Container Design,BA,3.069072193,1,"Zhou, Danny",UG
1051,2011,Basket Weaving,Doctoral,2.849045831,1,"Nostrant, John",Grad
1052,2011,Rug Weaving,BA,2.960769883,0,"Wardell, Aimis",UG
1053,2011,Rug Weaving,Minor,2.925659969,1,"Martinez, Sathaphone",Grad
1054,2011,Rug Weaving,BA,3.181605793,0,"Galloway, Evyn",UG
1055,2011,Basket Weaving,BA,3.564236657,0,"Thapa, Joey",UG
1056,2011,Container Design,Masters,3.36695918,0,"Johnson, Isaiah",Grad
1057,2011,Container Design,BA,3.055000352,0,"Alt, Brandon",UG
1058,2011,Basket Weaving,Minor,3.08328935,0,"Vargas, Samuel",Grad
1059,2011,Rug Weaving,Masters,3.039822845,0,"Buettner, Quinn",Grad
1060,2011,Container Design,BA,2.970537162,0,"Berrier, Christian",UG
1061,2011,Data Analytics,BA,2.985902789,0,"Cruz, Tuan",UG
1062,2011,Data Analytics,BA,3.233451387,0,"Thao, Austin",UG
1063,2011,Container Design,BA,3.323428193,0,"Dickman, Jayce",UG
1064,2011,Container Design,BA,3.427889211,0,"Sullivan, Shane",UG
1065,2011,Rug Weaving,Masters,3.387542113,0,"Han, Srish",Grad
1066,2011,Basket Weaving,BA,2.851528127,1,"Zavala, Eduardo",UG
1067,2011,Rug Weaving,BA,3.11915942,0,"Unrein, Steven",UG
1068,2011,Rug Weaving,BA,3.184927623,0,"Kranger, Dejon",UG
1069,2011,Basket Weaving,BA,3.019034523,1,"Melaragno, Barrett",UG
1070,2011,Rug Weaving,Masters,2.914826937,0,"Haenselman, Joshua",Grad
1071,2011,Basket Weaving,BA,3.197846147,0,"Solawetz, Justin",UG
1072,2011,Container Design,Doctoral,2.828910171,0,"Ashley, Shaun",Grad
1073,2011,Container Design,Minor,2.948893212,0,"Lorek, Parker",Grad
1074,2011,Rug Weaving,BA,3.390407083,1,"Cross, Ryan",UG
1075,2011,Basket Weaving,BA,3.308516411,0,"Howard, Joshua",UG
1076,2011,Basket Weaving,BA,2.889832606,0,"Caffey, Justin",UG
1077,2011,Rug Weaving,BA,3.075305087,1,"Powell, Darius",UG
1078,2011,Rug Weaving,BA,3.139555849,0,"Fisher, Samuel",UG
1079,2011,Container Design,Masters,3.172871363,0,"Page, Donovan",Grad
1080,2011,Rug Weaving,BA,3.143358595,0,"Yoon, Samuel",UG
1081,2011,Data Analytics,BA,3.437220658,0,"Taylor, Jordan",UG
1082,2011,Basket Weaving,Masters,3.158930888,1,"Silknitter, Riley",Grad
1083,2011,Basket Weaving,Masters,2.771408833,1,"Perkins, Matthew",Grad
1084,2011,Rug Weaving,BA,3.31189044,1,"Bacon, David",UG
1085,2011,Rug Weaving,BA,3.252206763,1,"Quezada, Gerardo",UG
1086,2011,Container Design,BA,3.039342715,0,"Damazo, Robert",UG
1087,2011,Data Analytics,Minor,3.049057044,0,"Lucci, Owen",Grad
1088,2011,Data Analytics,Doctoral,3.286721683,0,"Bonds, William",Grad
1089,2011,Basket Weaving,Masters,3.316419664,1,"Yong, Eric Thomas",Grad
1090,2011,Rug Weaving,Masters,3.279201757,0,"Sosa, Uriel",Grad
1091,2011,Rug Weaving,BA,3.303033369,1,"Marez, Jonathon",UG
1092,2011,Basket Weaving,BA,3.081438851,1,"Dulaney, Otto",UG
1093,2011,Basket Weaving,Masters,2.625056055,0,"Mitchell, Anthony",Grad
1094,2011,Basket Weaving,Masters,3.229658739,1,"Bright, Mar Qwaize",Grad
1095,2011,Basket Weaving,Masters,2.939118594,0,"Stein, Kade",Grad
1096,2011,Basket Weaving,BA,2.787702011,0,"Rivera, Nathan",UG
1097,2011,Basket Weaving,Doctoral,2.859137324,0,"Hill, Briar",Grad
1098,2011,Basket Weaving,Doctoral,2.810496982,1,"Aragonez, Samuel",Grad
1099,2011,Basket Weaving,BA,3.696365001,0,"Rusk, Chase",UG
1100,2011,Basket Weaving,BA,2.85969266,0,"Baye, Diamond",UG
1101,2011,Basket Weaving,Doctoral,3.080916087,0,"King, Jesus",Grad
1102,2011,Data Analytics,Masters,3.057169209,0,"Haynes, Paul",Grad
1103,2011,Basket Weaving,Masters,3.246781466,0,"Spillman, Andrae",Grad
1104,2011,Container Design,Doctoral,2.902194064,1,"Johnson, Dominick",Grad
1105,2011,Rug Weaving,Masters,2.895310779,0,"Li, Thanh-Phong",Grad
1106,2011,Rug Weaving,Masters,2.87794582,1,"Sherap, Julian",Grad
1107,2011,Rug Weaving,Masters,3.422996098,0,"Tyars, Billy",Grad
1108,2011,Rug Weaving,Minor,3.058804961,0,"Sandoval, Marco",Grad
1109,2011,Rug Weaving,BA,3.109611689,0,"Dunne, Karson",UG
1110,2011,Data Analytics,BA,3.054163495,0,"Sena, Austin",UG
1111,2011,Container Design,Masters,3.521367579,0,"Atsedu, Rakiem",Grad
1112,2011,Basket Weaving,BA,3.073883104,1,"Herbst, Matthew",UG
1113,2011,Data Analytics,Masters,3.15250716,1,"Ichihara, Inderpal",Grad
1114,2011,Basket Weaving,BA,3.1094585,0,"Lopez Tellez, Jose",UG
1115,2011,Basket Weaving,Masters,2.967850783,1,"Ibarra, Jadon",Grad
1116,2011,Container Design,Masters,3.18319718,1,"Patel, Om",Grad
1117,2011,Basket Weaving,Masters,3.217628553,1,"Shepard, Cody",Grad
1118,2011,Data Analytics,BA,3.07461271,1,"Baig, Kin-Lino",UG
1119,2011,Data Analytics,Masters,3.11042884,0,"Davis, Bradley",Grad
1120,2011,Basket Weaving,BA,2.973356545,0,"Walker, Joshua",UG
1121,2011,Container Design,Doctoral,3.002410681,0,"Walters, Dong",Grad
1122,2011,Basket Weaving,BA,2.977227506,0,"Garrels, Alex",UG
1123,2011,Rug Weaving,Masters,3.580037488,0,"Chao, Mazhar",Grad
1124,2011,Container Design,BA,2.835812975,0,"Lucareli, Andrew",UG
1125,2011,Container Design,Masters,3.298745877,1,"Vue, Christopher",Grad
1126,2011,Container Design,Masters,3.039701679,1,"Lamb, James",Grad
1127,2011,Basket Weaving,BA,2.776928168,0,"Lewis, Taichan",UG
1128,2011,Basket Weaving,BA,3.003262195,1,"Edwards, Riley",UG
1129,2011,Data Analytics,BA,2.933382448,1,"Frascadore, Tyler",UG
1130,2011,Container Design,BA,3.026376249,0,"Jones, Donald",UG
1131,2011,Basket Weaving,Masters,2.76802147,1,"Shoals-Martinez, Devin",Grad
1132,2011,Data Analytics,BA,2.774919585,1,"Hart, Jonathan",UG
1133,2011,Container Design,Masters,3.37482821,0,"Apodaca, Juan",Grad
1134,2011,Basket Weaving,Minor,3.369871818,1,"Allen, Keller",Grad
1135,2011,Basket Weaving,Minor,2.86373069,0,"Brunkhorst, Hunter",Grad
1136,2011,Basket Weaving,BA,2.984524483,0,"Steinman, Joseph",UG
1137,2011,Container Design,Masters,3.141145379,0,"Engineer, Daniel",Grad
1138,2011,Data Analytics,BA,3.2579022,1,"Thompson, Marcus",UG
1139,2011,Data Analytics,Masters,2.611009202,0,"Huskey, Brendan",Grad
1140,2011,Container Design,BA,3.271665858,1,"Nguyen, Derek",UG
1141,2011,Data Analytics,BA,2.708895885,1,"Munoz, Martin",UG
1142,2011,Basket Weaving,BA,3.202935859,0,"Zak, Erik",UG
1143,2011,Basket Weaving,Doctoral,3.052509362,0,"Avalos, Juan",Grad
1144,2011,Basket Weaving,BA,2.648161065,0,"Tran, William",UG
1145,2011,Rug Weaving,Minor,3.640587566,0,"Mccarty, Soya",Grad
1146,2011,Data Analytics,Doctoral,3.092489772,0,"Vargas, Mario",Grad
1147,2011,Rug Weaving,BA,3.369901847,0,"Mckenny, Matthew",UG
1148,2011,Data Analytics,BA,2.630991892,0,"Paige, Cameron",UG
1149,2011,Basket Weaving,Minor,2.92366525,0,"Valerio, George",Grad
1150,2011,Basket Weaving,BA,3.001760825,0,"Mcmurtrey, Ronnie",UG
1151,2011,Rug Weaving,BA,3.059874212,0,"Hover, Chiaki",UG
1152,2011,Rug Weaving,Minor,3.058763997,1,"Heckman, Wyatt",Grad
1153,2011,Rug Weaving,BA,2.856022063,0,"Moreno, Codey",UG
1154,2011,Data Analytics,Masters,2.828161836,0,"Talbot, Trenton",Grad
1155,2011,Basket Weaving,BA,2.968129261,0,"Vigil, Christian",UG
1156,2011,Container Design,BA,3.128013506,0,"Chestnut, Edward",UG
1157,2011,Rug Weaving,BA,2.857992221,0,"Miller, Carl",UG
1158,2011,Rug Weaving,BA,3.135602468,0,"Ramesh, Robert",UG
1159,2011,Basket Weaving,Masters,3.270305644,0,"Rogers, Wesley",Grad
1160,2011,Data Analytics,Masters,3.502629999,1,"Nayak, Benjamin",Grad
1161,2011,Data Analytics,BA,3.066996098,0,"Santoyo-Avila, Uriah",UG
1162,2011,Basket Weaving,BA,2.994122293,1,"Winters, Randall",UG
1163,2011,Basket Weaving,BA,3.053631549,0,"Dewberry, Luis",UG
1164,2011,Basket Weaving,Masters,3.048622698,0,"Mcdermott, Mitchell",Grad
1165,2011,Basket Weaving,Doctoral,3.002235019,0,"Miller, Robert",Grad
1166,2011,Container Design,Minor,2.827818117,0,"Cervi, Shay",Grad
1167,2011,Basket Weaving,BA,2.999992903,1,"O'Connor, Kevin",UG
1168,2011,Rug Weaving,Masters,3.047454431,0,"Fleet, Kenneth",Grad
1169,2011,Rug Weaving,BA,2.964510529,0,"Morrow, Antoine",UG
1170,2011,Rug Weaving,BA,3.121195086,0,"Young, Randy",UG
1171,2011,Container Design,BA,2.977186922,1,"Cornish, Malik",UG
1172,2011,Container Design,Masters,2.916946639,0,"Lofton, Tulani",Grad
1173,2011,Basket Weaving,Masters,3.505653772,1,"Amare, Sean",Grad
1174,2011,Container Design,BA,2.948593795,0,"Bryant, Joshua",UG
1175,2011,Data Analytics,BA,3.201163971,0,"Liang, Mitchell",UG
1176,2011,Basket Weaving,Masters,3.493639989,0,"Collins, Aaron",Grad
1177,2011,Data Analytics,Doctoral,3.605640429,0,"Waldner, Levi",Grad
1178,2011,Container Design,Masters,3.125744787,0,"Mouscher, Vicente",Grad
1179,2011,Data Analytics,Masters,2.922722176,0,"Bond, Shavan",Grad
1180,2011,Container Design,Masters,3.094074578,1,"Shields, Hunter",Grad
1181,2011,Container Design,Masters,3.068241109,0,"Maestas, Hector",Grad
1182,2011,Data Analytics,BA,3.006349665,0,"Ward, Hunter",UG
1183,2011,Data Analytics,Doctoral,3.236965884,0,"Linhart, Eliot",Grad
1184,2011,Data Analytics,Masters,3.033309807,0,"Lie, Alexander",Grad
1185,2011,Container Design,BA,3.035474038,0,"Smart, Preston",UG
1186,2011,Rug Weaving,Minor,3.083803818,0,"Peach, Alexander",Grad
1187,2011,Rug Weaving,Minor,2.793832779,0,"Kim, Trevor",Grad
1188,2011,Rug Weaving,BA,2.625177204,0,"Smith, Deshawn Joseph",UG
1189,2011,Basket Weaving,Masters,3.258077131,0,"Dickinson, Ian",Grad
1190,2011,Container Design,BA,3.238495577,1,"Lynch, Marquise",UG
1191,2011,Basket Weaving,Doctoral,2.910553708,1,"Rice, Jeremy",Grad
1192,2011,Container Design,BA,2.687493445,1,"Bruner, Jonathan",UG
1193,2011,Basket Weaving,Doctoral,3.399995081,0,"Burciaga, Robert",Grad
1194,2011,Container Design,Masters,2.994044561,0,"Morales, Michael",Grad
1195,2011,Data Analytics,BA,3.340542085,0,"Gallegos, Otoniel",UG
1196,2011,Container Design,BA,3.296176465,0,"Yoshimura, Jonathan",UG
1197,2011,Container Design,BA,3.108753417,0,"Wang, Daniel",UG
1198,2011,Rug Weaving,Masters,3.305028496,1,"Mungovan, Russell",Grad
1199,2011,Data Analytics,Masters,3.01800214,0,"Walton, Zane",Grad
1200,2011,Basket Weaving,BA,3.374281648,1,"Tena, Tomas",UG
1201,2011,Container Design,BA,3.210520415,0,"D'Rosario, Doan",UG
1202,2011,Basket Weaving,Masters,3.028606393,0,"Suh, Jeff",Grad
1203,2011,Container Design,BA,2.96279517,0,"Hoffman, Neil",UG
1204,2011,Container Design,Masters,3.069738877,1,"Yu, Baldeep",Grad
1205,2011,Container Design,Doctoral,3.203586394,0,"Roland, Neil",Grad
1206,2011,Container Design,BA,3.180025239,0,"Ostdahl, Kody",UG
1207,2011,Basket Weaving,BA,3.367495927,1,"Earley, Travis",UG
1208,2011,Basket Weaving,Minor,3.156127377,0,"Stephens, Andrew",Grad
1209,2011,Container Design,BA,3.264586725,0,"Lujano, Marcus",UG
1210,2011,Rug Weaving,BA,3.255696236,0,"Weiss, Tyler",UG
1211,2011,Data Analytics,BA,3.383880308,0,"Jones, Joseph",UG
1212,2011,Basket Weaving,Masters,2.847490216,1,"Torres-Villasenor, Charlie",Grad
1213,2011,Basket Weaving,Masters,2.979859657,0,"Thomas, Lee",Grad
1214,2011,Container Design,BA,2.982831791,0,"Hasan-Watson, Donavan",UG
1215,2011,Container Design,Masters,3.273045208,0,"Yanna, Lane",Grad
1216,2011,Rug Weaving,Doctoral,3.287961957,1,"Rodriguez, Osman",Grad
1217,2011,Data Analytics,Masters,2.909473294,0,"Coleman, Kendall",Grad
1218,2011,Container Design,BA,2.804302201,0,"Quang, Alexander",UG
1219,2011,Rug Weaving,Doctoral,2.825147421,1,"Asher, Johnnie",Grad
1220,2011,Rug Weaving,Masters,3.726738648,0,"Reams, Sean",Grad
1221,2011,Rug Weaving,BA,2.870902049,0,"Brehm, William",UG
1222,2011,Data Analytics,Minor,3.099358678,1,"Chen, Tanner",Grad
1223,2011,Container Design,BA,2.952048278,1,"Olay, Jordan",UG
1224,2011,Container Design,BA,3.214088887,0,"Her, Mark",UG
1225,2011,Rug Weaving,Minor,2.845964234,1,"Rodriguez, Anthony",Grad
1226,2011,Rug Weaving,BA,3.278502457,0,"Chu, Vu",UG
1227,2011,Basket Weaving,BA,3.177150217,0,"Locastro, Nicholas",UG
1228,2011,Container Design,BA,3.352658846,0,"Bauman, Michael",UG
1229,2011,Rug Weaving,Masters,3.282373359,0,"Talmadge, Christian",Grad
